,GAMEID,TEAM,ELO,DATE,WHERE_PLAYED,SEASON,D_RTG,GAME_NO,OPP_SCORE,O_RTG,SCORE
251,201311150TOR,CHI,1503.8290648256593,2013-11-15,Away,2014,86.8,7.0,80.0,104.1,96.0
252,201311150ATL,ATL,1510.256646813966,2013-11-15,Home,2014,101.7,9.0,103.0,111.6,113.0
253,201311150ATL,PHI,1475.1523234457625,2013-11-15,Away,2014,111.6,10.0,113.0,101.7,103.0
254,201311150BOS,BOS,1490.788992694137,2013-11-15,Home,2014,109.8,10.0,109.0,96.7,96.0
255,201311150BOS,POR,1527.4858966408783,2013-11-15,Away,2014,96.7,9.0,96.0,109.8,109.0
256,201311150CLE,CLE,1459.923399053631,2013-11-15,Home,2014,95.6,10.0,86.0,88.9,80.0
257,201311150CLE,CHA,1481.8021528829338,2013-11-15,Away,2014,88.9,9.0,80.0,95.6,86.0
258,201311150MIA,MIA,1531.1006593239008,2013-11-15,Home,2014,105.4,9.0,104.0,111.5,110.0
259,201311150MIA,DAL,1520.9828179787187,2013-11-15,Away,2014,111.5,9.0,110.0,105.4,104.0
260,201311150DEN,DEN,1492.224866650023,2013-11-15,Home,2014,108.5,8.0,113.0,112.4,117.0
261,201311150DEN,MIN,1545.0053643292242,2013-11-15,Away,2014,112.4,10.0,117.0,108.5,113.0
262,201311150PHO,PHO,1521.2661799519244,2013-11-15,Home,2014,105.2,9.0,100.0,103.1,98.0
263,201311150PHO,BRK,1469.5411616058025,2013-11-15,Away,2014,103.1,8.0,98.0,105.2,100.0
264,201311150UTA,UTA,1424.5697811447662,2013-11-15,Home,2014,96.2,10.0,91.0,86.6,82.0
265,201311150UTA,SAS,1577.157284054178,2013-11-15,Away,2014,86.6,10.0,82.0,96.2,91.0
266,201311150LAL,LAL,1461.6047055796432,2013-11-15,Home,2014,99.1,11.0,89.0,95.8,86.0
267,201311150LAL,MEM,1468.1174350959577,2013-11-15,Away,2014,95.8,9.0,86.0,99.1,89.0
268,201311150SAC,SAC,1468.9390508602853,2013-11-15,Home,2014,105.7,8.0,97.0,98.1,90.0
269,201311150SAC,DET,1474.058698503497,2013-11-15,Away,2014,98.1,8.0,90.0,105.7,97.0
270,201311160CHA,CHA,1490.9151841724247,2013-11-16,Home,2014,112.1,10.0,97.0,93.6,81.0
271,201311160CHA,MIA,1536.5795086212224,2013-11-16,Away,2014,93.6,10.0,81.0,112.1,97.0
272,201311160ORL,ORL,1497.5397011688135,2013-11-16,Home,2014,116.1,10.0,108.0,107.5,100.0
273,201311160ORL,DAL,1515.503968681397,2013-11-16,Away,2014,107.5,10.0,100.0,116.1,108.0
274,201311160WAS,WAS,1480.873587130858,2013-11-16,Home,2014,99.8,9.0,103.0,93.0,96.0
275,201311160WAS,CLE,1450.8103677641402,2013-11-16,Away,2014,93.0,11.0,96.0,99.8,103.0
276,201311160NYK,NYK,1472.8220563306224,2013-11-16,Home,2014,122.2,9.0,110.0,100.0,90.0
277,201311160NYK,ATL,1516.8143024469941,2013-11-16,Away,2014,100.0,10.0,90.0,122.2,110.0
278,201311160CHI,CHI,1521.954096670281,2013-11-16,Home,2014,103.8,8.0,94.0,121.4,110.0
279,201311160CHI,IND,1574.9651287661363,2013-11-16,Away,2014,121.4,10.0,110.0,103.8,94.0
280,201311160HOU,HOU,1515.7584149016732,2013-11-16,Home,2014,110.8,11.0,111.0,121.8,122.0
281,201311160HOU,DEN,1498.0858147141328,2013-11-16,Away,2014,121.8,9.0,122.0,110.8,111.0
282,201311160MIN,MIN,1539.1444162651144,2013-11-16,Home,2014,90.3,11.0,88.0,108.8,106.0
283,201311160MIN,BOS,1477.0067901074679,2013-11-16,Away,2014,108.8,11.0,106.0,90.3,88.0
284,201311160NOP,NOP,1479.232277395758,2013-11-16,Home,2014,97.7,10.0,98.0,134.5,135.0
285,201311160NOP,PHI,1468.5946678127343,2013-11-16,Away,2014,134.5,11.0,135.0,97.7,98.0
286,201311160MIL,MIL,1462.448145687932,2013-11-16,Home,2014,100.2,9.0,92.0,86.0,79.0
287,201311160MIL,OKC,1517.423571427003,2013-11-16,Away,2014,86.0,9.0,79.0,100.2,92.0
288,201311160GSW,GSW,1543.9988104195647,2013-11-16,Home,2014,97.2,10.0,88.0,112.7,102.0
289,201311160GSW,UTA,1417.392513554476,2013-11-16,Away,2014,112.7,11.0,102.0,97.2,88.0
290,201311160LAC,LAC,1539.0668659657833,2013-11-16,Home,2014,111.1,10.0,103.0,118.7,110.0
291,201311160LAC,BRK,1476.5553726257,2013-11-16,Away,2014,118.7,9.0,110.0,111.1,103.0
292,201311170TOR,TOR,1493.939927526345,2013-11-17,Home,2014,112.9,11.0,118.0,105.3,110.0
293,201311170TOR,POR,1541.2680992275475,2013-11-17,Away,2014,105.3,10.0,110.0,112.9,118.0
294,201311170SAC,SAC,1458.5080771829353,2013-11-17,Home,2014,109.4,9.0,97.0,97.0,86.0
295,201311170SAC,MEM,1475.0205649010618,2013-11-17,Away,2014,97.0,10.0,86.0,109.4,97.0
296,201311170LAL,LAL,1454.7015757745392,2013-11-17,Home,2014,103.9,12.0,99.0,119.7,114.0
297,201311170LAL,DET,1484.489672180847,2013-11-17,Away,2014,119.7,9.0,114.0,103.9,99.0
298,201311180BRK,BRK,1471.8887251468361,2013-11-18,Home,2014,120.7,10.0,108.0,109.6,98.0
299,201311180BRK,POR,1551.1348204489932,2013-11-18,Away,2014,109.6,11.0,98.0,120.7,108.0
300,201311180CHI,CHI,1534.9946620875585,2013-11-18,Home,2014,87.4,9.0,81.0,92.7,86.0
301,201311180CHI,CHA,1475.553886622008,2013-11-18,Away,2014,92.7,11.0,86.0,87.4,81.0
302,201311180OKC,OKC,1530.4061755451205,2013-11-18,Home,2014,114.2,10.0,113.0,116.3,115.0
303,201311180OKC,DEN,1490.5459050351305,2013-11-18,Away,2014,116.3,10.0,115.0,114.2,113.0
304,201311180DAL,DAL,1526.3336086189015,2013-11-18,Home,2014,94.7,11.0,94.0,97.7,97.0
305,201311180DAL,PHI,1450.567461126694,2013-11-18,Away,2014,97.7,12.0,97.0,94.7,94.0
306,201311180UTA,UTA,1412.2246544939842,2013-11-18,Home,2014,107.4,12.0,98.0,95.3,87.0
307,201311180UTA,GSW,1549.1666694800565,2013-11-18,Away,2014,95.3,11.0,87.0,107.4,98.0
308,201311180LAC,LAC,1543.7335134446473,2013-11-18,Home,2014,116.3,11.0,106.0,111.9,102.0
309,201311180LAC,MEM,1488.2131524373783,2013-11-18,Away,2014,111.9,11.0,102.0,116.3,106.0
310,201311190WAS,WAS,1469.343785819364,2013-11-19,Home,2014,106.8,10.0,100.0,111.1,104.0
311,201311190WAS,MIN,1547.6082362537954,2013-11-19,Away,2014,111.1,12.0,104.0,106.8,100.0
312,201311190DET,DET,1473.141100445817,2013-11-19,Home,2014,103.3,10.0,86.0,110.5,92.0
313,201311190DET,NYK,1454.8260486039233,2013-11-19,Away,2014,110.5,10.0,92.0,103.3,86.0
314,201311190MIA,MIA,1551.9408061716392,2013-11-19,Home,2014,97.0,11.0,88.0,114.6,104.0
315,201311190MIA,ATL,1534.8103101736933,2013-11-19,Away,2014,114.6,11.0,104.0,97.0,88.0
316,201311190HOU,HOU,1523.2983245806754,2013-11-19,Home,2014,88.7,12.0,85.0,113.7,109.0
317,201311190HOU,BOS,1468.5429701187868,2013-11-19,Away,2014,113.7,12.0,109.0,88.7,85.0
318,201311190SAC,SAC,1445.3154896466187,2013-11-19,Home,2014,106.2,10.0,104.0,109.3,107.0
319,201311190SAC,PHO,1514.2519689320268,2013-11-19,Away,2014,109.3,10.0,107.0,106.2,104.0
320,201311200CHA,CHA,1471.5918241724883,2013-11-20,Home,2014,102.8,12.0,91.0,107.3,95.0
321,201311200CHA,BRK,1461.771815465606,2013-11-20,Away,2014,107.3,11.0,95.0,102.8,91.0
322,201311200CLE,CLE,1462.340169075634,2013-11-20,Home,2014,114.9,12.0,98.0,106.7,91.0
323,201311200CLE,WAS,1475.823992204323,2013-11-20,Away,2014,106.7,11.0,91.0,114.9,98.0
324,201311200NYK,NYK,1449.5466003041831,2013-11-20,Home,2014,100.5,11.0,103.0,93.6,96.0
325,201311200NYK,IND,1561.9245633488588,2013-11-20,Away,2014,93.6,11.0,96.0,100.5,103.0
326,201311200ORL,ORL,1486.710061231309,2013-11-20,Home,2014,128.5,11.0,120.0,98.5,92.0
327,201311200ORL,MIA,1561.5910120155036,2013-11-20,Away,2014,98.5,12.0,92.0,128.5,120.0
328,201311200PHI,PHI,1447.6606444519223,2013-11-20,Home,2014,110.1,13.0,108.0,99.9,98.0
329,201311200PHI,TOR,1484.0732063048993,2013-11-20,Away,2014,99.9,12.0,98.0,110.1,108.0
330,201311200ATL,ATL,1525.160104329829,2013-11-20,Home,2014,91.7,12.0,85.0,100.4,93.0
331,201311200ATL,DET,1478.4205487455572,2013-11-20,Away,2014,100.4,11.0,93.0,91.7,85.0
332,201311200MIL,MIL,1449.4655415698146,2013-11-20,Home,2014,101.8,10.0,91.0,91.8,82.0
333,201311200MIL,POR,1561.2517301302232,2013-11-20,Away,2014,91.8,12.0,82.0,101.8,91.0
334,201311200MIN,MIN,1541.1280298688364,2013-11-20,Home,2014,100.2,13.0,102.0,96.3,98.0
335,201311200MIN,LAC,1534.4625784247391,2013-11-20,Away,2014,96.3,12.0,98.0,100.2,102.0
336,201311200NOP,NOP,1497.2594840817983,2013-11-20,Home,2014,106.6,11.0,98.0,114.2,105.0
337,201311200NOP,UTA,1403.577124788276,2013-11-20,Away,2014,114.2,13.0,105.0,106.6,98.0
338,201311200SAS,SAS,1584.3345516444683,2013-11-20,Home,2014,97.7,11.0,93.0,109.3,104.0
339,201311200SAS,BOS,1457.8197920869713,2013-11-20,Away,2014,109.3,13.0,104.0,97.7,93.0
340,201311200PHO,PHO,1508.7272407379871,2013-11-20,Home,2014,119.4,11.0,113.0,112.0,106.0
341,201311200PHO,SAC,1450.8402178406584,2013-11-20,Away,2014,112.0,11.0,106.0,119.4,113.0
342,201311200DAL,DAL,1529.2404252936733,2013-11-20,Home,2014,129.9,12.0,120.0,133.1,123.0
343,201311200DAL,HOU,1534.0215026124908,2013-11-20,Away,2014,133.1,13.0,123.0,129.9,120.0
344,201311200GSW,GSW,1557.8141991857647,2013-11-20,Home,2014,101.0,12.0,88.0,93.0,81.0
345,201311200GSW,MEM,1497.4840874572865,2013-11-20,Away,2014,93.0,12.0,81.0,101.0,88.0
346,201311210OKC,OKC,1533.3922618904064,2013-11-21,Home,2014,93.4,11.0,91.0,107.8,105.0
347,201311210OKC,LAC,1542.5794640049387,2013-11-21,Away,2014,107.8,13.0,105.0,93.4,91.0
348,201311210DEN,DEN,1487.5598186898446,2013-11-21,Home,2014,91.3,11.0,87.0,101.8,97.0
349,201311210DEN,CHI,1538.9567245370781,2013-11-21,Away,2014,101.8,10.0,97.0,91.3,87.0
350,201311220CHA,CHA,1476.0788127081953,2013-11-22,Home,2014,102.4,13.0,98.0,95.0,91.0
351,201311220CHA,PHO,1496.320130573317,2013-11-22,Away,2014,95.0,12.0,91.0,102.4,98.0
352,201311220PHI,PHI,1435.9771571108167,2013-11-22,Home,2014,100.6,14.0,107.0,108.1,115.0
353,201311220PHI,MIL,1441.0390224447947,2013-11-22,Away,2014,108.1,11.0,115.0,100.6,107.0
354,201311220TOR,TOR,1495.7566936460048,2013-11-22,Home,2014,96.9,13.0,88.0,105.7,96.0
355,201311220TOR,WAS,1485.9964900134926,2013-11-22,Away,2014,105.7,12.0,96.0,96.9,88.0
356,201311220BOS,BOS,1453.3932863329574,2013-11-22,Home,2014,111.4,14.0,97.0,94.2,82.0
357,201311220BOS,IND,1569.1911775310882,2013-11-22,Away,2014,94.2,12.0,82.0,111.4,97.0
358,201311220DET,DET,1472.9887671581378,2013-11-22,Home,2014,100.0,12.0,96.0,92.7,89.0
359,201311220DET,ATL,1530.5918859172484,2013-11-22,Away,2014,92.7,13.0,89.0,100.0,96.0
360,201311220MEM,MEM,1509.9684137183451,2013-11-22,Home,2014,116.1,13.0,102.0,97.9,86.0
361,201311220MEM,SAS,1588.7610573984823,2013-11-22,Away,2014,97.9,12.0,86.0,116.1,102.0
362,201311220MIN,MIN,1533.0111442886368,2013-11-22,Home,2014,86.0,14.0,81.0,117.8,111.0
363,201311220MIN,BRK,1457.284826929899,2013-11-22,Away,2014,117.8,12.0,111.0,86.0,81.0
364,201311220NOP,NOP,1501.2605201792446,2013-11-22,Home,2014,106.5,12.0,100.0,110.7,104.0
365,201311220NOP,CLE,1452.1676712664646,2013-11-22,Away,2014,110.7,13.0,104.0,106.5,100.0
366,201311220DAL,DAL,1533.4725387430108,2013-11-22,Home,2014,105.2,13.0,93.0,116.6,103.0
367,201311220DAL,UTA,1399.5760886908297,2013-11-22,Away,2014,116.6,14.0,103.0,105.2,93.0
368,201311220POR,POR,1569.6782492552431,2013-11-22,Home,2014,104.4,13.0,95.0,107.7,98.0
369,201311220POR,CHI,1529.393260754241,2013-11-22,Away,2014,107.7,11.0,98.0,104.4,95.0
370,201311220LAL,LAL,1466.0501475095691,2013-11-22,Home,2014,101.1,13.0,95.0,108.6,102.0
371,201311220LAL,GSW,1545.329872924706,2013-11-22,Away,2014,108.6,13.0,102.0,101.1,95.0
372,201311230LAC,LAC,1532.6536998150548,2013-11-23,Home,2014,104.6,14.0,102.0,105.7,103.0
373,201311230LAC,SAC,1463.2473280053284,2013-11-23,Away,2014,105.7,12.0,103.0,104.6,102.0
374,201311230IND,IND,1580.6704658040526,2013-11-23,Home,2014,95.8,13.0,98.0,103.6,106.0
375,201311230IND,PHI,1442.8586956547788,2013-11-23,Away,2014,103.6,15.0,106.0,95.8,98.0
376,201311230WAS,WAS,1479.5532049585695,2013-11-23,Home,2014,104.5,13.0,89.0,115.1,98.0
377,201311230WAS,NYK,1442.2799861219537,2013-11-23,Away,2014,115.1,12.0,98.0,104.5,89.0
378,201311230ATL,ATL,1539.4276480806566,2013-11-23,Home,2014,102.0,14.0,94.0,94.4,87.0
379,201311230ATL,BOS,1441.913998059993,2013-11-23,Away,2014,94.4,15.0,87.0,102.0,94.0
380,201311230MIA,MIA,1582.1799092624458,2013-11-23,Home,2014,106.9,13.0,99.0,109.0,101.0
381,201311230MIA,ORL,1466.1211639843668,2013-11-23,Away,2014,109.0,12.0,101.0,106.9,99.0
382,201311230HOU,HOU,1529.7893891631534,2013-11-23,Home,2014,104.0,14.0,101.0,115.4,112.0
383,201311230HOU,MIN,1544.3819950415036,2013-11-23,Away,2014,115.4,15.0,112.0,104.0,101.0
384,201311230MIL,MIL,1434.1574839008326,2013-11-23,Home,2014,108.3,12.0,96.0,81.3,72.0
385,201311230MIL,CHA,1466.1141426890251,2013-11-23,Away,2014,81.3,14.0,72.0,108.3,96.0
386,201311230SAS,SAS,1602.488508244941,2013-11-23,Home,2014,98.9,13.0,96.0,129.8,126.0
387,201311230SAS,CLE,1448.4261083293368,2013-11-23,Away,2014,129.8,14.0,126.0,98.9,96.0
388,201311230DEN,DEN,1497.1232824726817,2013-11-23,Home,2014,100.7,12.0,100.0,102.8,102.0
389,201311230DEN,DAL,1537.4863224184526,2013-11-23,Away,2014,102.8,14.0,102.0,100.7,100.0
390,201311230GSW,GSW,1536.676124590836,2013-11-23,Home,2014,111.1,14.0,113.0,99.3,101.0
391,201311230GSW,POR,1573.1263572496473,2013-11-23,Away,2014,99.3,14.0,101.0,111.1,113.0
392,201311240BRK,BRK,1445.9139761770323,2013-11-24,Home,2014,119.5,13.0,109.0,106.4,97.0
393,201311240BRK,DET,1464.1530049947296,2013-11-24,Away,2014,106.4,13.0,97.0,119.5,109.0
394,201311240LAC,LAC,1534.8218533086842,2013-11-24,Home,2014,88.8,15.0,82.0,131.1,121.0
395,201311240LAC,CHI,1525.945152759837,2013-11-24,Away,2014,131.1,12.0,121.0,88.8,82.0
396,201311240ORL,ORL,1464.0706478256432,2013-11-24,Home,2014,111.4,13.0,104.0,102.9,96.0
397,201311240ORL,PHO,1506.2848005924873,2013-11-24,Away,2014,102.9,13.0,96.0,111.4,104.0
398,201311240OKC,OKC,1543.3180260802903,2013-11-24,Home,2014,79.1,12.0,73.0,102.9,95.0
399,201311240OKC,UTA,1395.562305015388,2013-11-24,Away,2014,102.9,15.0,95.0,79.1,73.0
400,201311240LAL,LAL,1474.703895843439,2013-11-24,Home,2014,92.0,14.0,86.0,107.0,100.0
401,201311240LAL,SAC,1461.079174511699,2013-11-24,Away,2014,107.0,13.0,100.0,92.0,86.0
402,201311250CHA,CHA,1487.3792335446828,2013-11-25,Home,2014,110.9,15.0,96.0,99.3,86.0
403,201311250CHA,BOS,1455.574527414429,2013-11-25,Away,2014,99.3,16.0,86.0,110.9,96.0
404,201311250IND,IND,1584.1106000256073,2013-11-25,Home,2014,83.9,14.0,84.0,97.8,98.0
405,201311250IND,MIN,1535.6825620991112,2013-11-25,Away,2014,97.8,16.0,98.0,83.9,84.0
406,201311250DET,DET,1478.0207962159404,2013-11-25,Home,2014,101.8,14.0,94.0,122.4,113.0
407,201311250DET,MIL,1412.892393045175,2013-11-25,Away,2014,122.4,13.0,113.0,101.8,94.0
408,201311250MIA,MIA,1584.2304254211695,2013-11-25,Home,2014,99.1,14.0,92.0,115.3,107.0
409,201311250MIA,PHO,1516.3174836903816,2013-11-25,Away,2014,115.3,14.0,107.0,99.1,92.0
410,201311250MEM,MEM,1496.2409628718865,2013-11-25,Home,2014,107.2,14.0,93.0,99.1,86.0
411,201311250MEM,HOU,1538.4888221055458,2013-11-25,Away,2014,99.1,15.0,86.0,107.2,93.0
412,201311250DAL,DAL,1533.2299018699903,2013-11-25,Home,2014,121.9,15.0,110.0,106.4,96.0
413,201311250DAL,DEN,1501.379703021144,2013-11-25,Away,2014,106.4,13.0,96.0,121.9,110.0
414,201311250SAS,SAS,1610.0887126862735,2013-11-25,Home,2014,92.8,14.0,93.0,111.7,112.0
415,201311250SAS,NOP,1505.0020831163724,2013-11-25,Away,2014,111.7,13.0,112.0,92.8,93.0
416,201311250UTA,UTA,1389.267754766802,2013-11-25,Home,2014,89.1,16.0,83.0,95.5,89.0
417,201311250UTA,CHI,1507.051543705025,2013-11-25,Away,2014,95.5,13.0,89.0,89.1,83.0
418,201311250POR,POR,1586.2253674233089,2013-11-25,Home,2014,102.2,15.0,91.0,114.6,102.0
419,201311250POR,NYK,1436.191094890462,2013-11-25,Away,2014,114.6,13.0,102.0,102.2,91.0
420,201311260TOR,TOR,1502.1999787009279,2013-11-26,Home,2014,114.1,14.0,102.0,111.9,100.0
421,201311260TOR,BRK,1432.0461849558214,2013-11-26,Away,2014,111.9,14.0,100.0,114.1,102.0
422,201311260WAS,WAS,1485.6420961900612,2013-11-26,Home,2014,117.9,14.0,111.0,123.2,116.0
423,201311260WAS,LAL,1483.6738679797095,2013-11-26,Away,2014,123.2,15.0,116.0,117.9,111.0
424,201311260ATL,ATL,1525.7671187262206,2013-11-26,Home,2014,115.2,15.0,109.0,97.3,92.0
425,201311260ATL,ORL,1454.0379647277489,2013-11-26,Away,2014,97.3,14.0,92.0,115.2,109.0
426,201311260NOP,NOP,1497.9056328747101,2013-11-26,Home,2014,108.2,14.0,102.0,107.1,101.0
427,201311260NOP,GSW,1523.5771144171745,2013-11-26,Away,2014,107.1,15.0,101.0,108.2,102.0
428,201311270CHA,CHA,1473.0891705951276,2013-11-27,Home,2014,102.1,16.0,99.0,76.3,74.0
429,201311270CHA,IND,1591.7437970452643,2013-11-27,Away,2014,76.3,15.0,74.0,102.1,99.0
430,201311270ORL,ORL,1476.402068326429,2013-11-27,Home,2014,95.5,15.0,94.0,106.7,105.0
431,201311270ORL,PHI,1439.418561433224,2013-11-27,Away,2014,106.7,16.0,105.0,95.5,94.0
432,201311270BOS,BOS,1469.8645903639842,2013-11-27,Home,2014,111.4,17.0,100.0,103.6,93.0
433,201311270BOS,MEM,1486.9458326265933,2013-11-27,Away,2014,103.6,15.0,93.0,111.4,100.0
434,201311270BRK,BRK,1439.3949661425784,2013-11-27,Home,2014,108.3,15.0,99.0,102.8,94.0
435,201311270BRK,LAL,1478.5028884727942,2013-11-27,Away,2014,102.8,16.0,94.0,108.3,99.0
436,201311270CLE,CLE,1440.8259038880042,2013-11-27,Home,2014,99.5,15.0,95.0,88.0,84.0
437,201311270CLE,MIA,1591.505295204945,2013-11-27,Away,2014,88.0,15.0,84.0,99.5,95.0
438,201311270DET,DET,1486.6790627326213,2013-11-27,Home,2014,111.5,15.0,99.0,89.0,79.0
439,201311270DET,CHI,1497.8819876721625,2013-11-27,Away,2014,89.0,14.0,79.0,111.5,99.0
440,201311270HOU,HOU,1547.783952350839,2013-11-27,Home,2014,92.0,16.0,84.0,123.7,113.0
441,201311270HOU,ATL,1503.4030151275406,2013-11-27,Away,2014,123.7,16.0,113.0,92.0,84.0
442,201311270MIL,MIL,1404.234126528494,2013-11-27,Home,2014,103.4,14.0,100.0,95.1,92.0
443,201311270MIL,WAS,1490.8130756969765,2013-11-27,Away,2014,95.1,15.0,92.0,103.4,100.0
444,201311270MIN,MIN,1528.0493650794542,2013-11-27,Home,2014,119.1,17.0,117.0,112.0,110.0
445,201311270MIN,DEN,1519.092707451604,2013-11-27,Away,2014,112.0,14.0,110.0,119.1,117.0
446,201311270OKC,OKC,1549.6125763288762,2013-11-27,Home,2014,92.8,13.0,88.0,99.1,94.0
447,201311270OKC,SAS,1617.1851629279358,2013-11-27,Away,2014,99.1,15.0,94.0,92.8,88.0
448,201311270DAL,DAL,1515.5168974395303,2013-11-27,Home,2014,103.1,16.0,99.0,107.3,103.0
449,201311270DAL,GSW,1528.2847405875111,2013-11-27,Away,2014,107.3,16.0,103.0,103.1,99.0
450,201311270PHO,PHO,1509.042613906606,2013-11-27,Home,2014,118.1,15.0,106.0,133.6,120.0
451,201311270PHO,POR,1590.136029287131,2013-11-27,Away,2014,133.6,16.0,120.0,118.1,106.0
452,201311270LAC,LAC,1553.715462363496,2013-11-27,Home,2014,88.7,16.0,80.0,103.1,93.0
453,201311270LAC,NYK,1432.28043302664,2013-11-27,Away,2014,103.1,14.0,93.0,88.7,80.0
454,201311290CHA,CHA,1456.9200569117254,2013-11-29,Home,2014,82.6,17.0,76.0,100.0,92.0
455,201311290CHA,MIL,1395.6104644319369,2013-11-29,Away,2014,100.0,15.0,92.0,82.6,76.0
456,201311290ORL,ORL,1483.2994500343414,2013-11-29,Home,2014,116.0,16.0,109.0,96.9,91.0
457,201311290ORL,SAS,1609.584324758977,2013-11-29,Away,2014,96.9,16.0,91.0,116.0,109.0
458,201311290TOR,TOR,1494.851197514171,2013-11-29,Home,2014,95.6,15.0,90.0,88.2,83.0
459,201311290TOR,MIA,1599.6880275187805,2013-11-29,Away,2014,88.2,16.0,83.0,95.6,90.0
460,201311290ATL,ATL,1490.496857543142,2013-11-29,Home,2014,94.9,17.0,87.0,96.0,88.0
461,201311290ATL,DAL,1520.4741306543276,2013-11-29,Away,2014,96.0,17.0,88.0,94.9,87.0
462,201311290BOS,BOS,1459.802848914076,2013-11-29,Home,2014,88.6,18.0,86.0,106.1,103.0
463,201311290BOS,CLE,1432.6431715741687,2013-11-29,Away,2014,106.1,16.0,103.0,88.6,86.0
464,201311290DET,DET,1466.735476491924,2013-11-29,Home,2014,108.0,16.0,106.0,103.9,102.0
465,201311290DET,LAL,1486.3576560971228,2013-11-29,Away,2014,103.9,17.0,102.0,108.0,106.0
466,201311290HOU,HOU,1560.6901099352376,2013-11-29,Home,2014,103.9,17.0,95.0,124.7,114.0
467,201311290HOU,BRK,1431.5401985182498,2013-11-29,Away,2014,124.7,16.0,114.0,103.9,95.0
468,201311290IND,IND,1607.9129107286665,2013-11-29,Home,2014,82.2,16.0,73.0,104.7,93.0
469,201311290IND,WAS,1499.4367377935337,2013-11-29,Away,2014,104.7,16.0,93.0,82.2,73.0
470,201311290OKC,OKC,1557.2134144978352,2013-11-29,Home,2014,103.4,14.0,112.0,104.3,113.0
471,201311290OKC,GSW,1523.3275073727139,2013-11-29,Away,2014,104.3,17.0,113.0,103.4,112.0
472,201311290PHI,PHI,1432.5211797253116,2013-11-29,Home,2014,122.2,17.0,121.0,106.1,105.0
473,201311290PHI,NOP,1493.1980067043735,2013-11-29,Away,2014,106.1,15.0,105.0,122.2,121.0
474,201311290DEN,DEN,1529.9613472491442,2013-11-29,Home,2014,101.5,15.0,95.0,103.6,97.0
475,201311290DEN,NYK,1427.223158813384,2013-11-29,Away,2014,103.6,15.0,97.0,101.5,95.0
476,201311290UTA,UTA,1398.4373107996646,2013-11-29,Home,2014,130.2,17.0,112.0,117.4,101.0
477,201311290UTA,PHO,1522.3649658063387,2013-11-29,Away,2014,117.4,16.0,101.0,130.2,112.0
478,201311290SAC,SAC,1452.1092023754286,2013-11-29,Home,2014,108.6,14.0,104.0,102.3,98.0
479,201311290SAC,LAC,1558.7727365767519,2013-11-29,Away,2014,102.3,17.0,98.0,108.6,104.0
480,201311300WAS,WAS,1492.2094855007847,2013-11-30,Home,2014,103.1,17.0,101.0,110.3,108.0
481,201311300WAS,ATL,1493.9065627823359,2013-11-30,Away,2014,110.3,18.0,108.0,103.1,101.0
482,201311300CLE,CLE,1423.0398608654602,2013-11-30,Home,2014,109.2,17.0,93.0,113.9,97.0
483,201311300CLE,CHI,1517.82557391286,2013-11-30,Away,2014,113.9,15.0,97.0,109.2,93.0
484,201311300MEM,MEM,1497.0075740765014,2013-11-30,Home,2014,111.8,16.0,97.0,101.4,88.0
485,201311300MEM,BRK,1425.2722150430425,2013-11-30,Away,2014,101.4,17.0,88.0,111.8,97.0
486,201311300DAL,DAL,1517.0644254151337,2013-11-30,Home,2014,123.2,18.0,112.0,116.6,106.0
487,201311300DAL,MIN,1517.180725281914,2013-11-30,Away,2014,116.6,18.0,106.0,123.2,112.0
488,201311300SAS,SAS,1622.0566854673948,2013-11-30,Home,2014,107.1,17.0,112.0,101.4,106.0
489,201311300SAS,HOU,1566.958093410445,2013-11-30,Away,2014,101.4,18.0,106.0,107.1,112.0
490,201311300MIL,MIL,1387.7665418768,2013-11-30,Home,2014,96.4,16.0,85.0,104.4,92.0
491,201311300MIL,BOS,1469.4061596227846,2013-11-30,Away,2014,104.4,19.0,92.0,96.4,85.0
492,201311300PHO,PHO,1531.465074313725,2013-11-30,Home,2014,129.1,17.0,112.0,119.9,104.0
493,201311300PHO,UTA,1389.3372022922783,2013-11-30,Away,2014,119.9,18.0,104.0,129.1,112.0
494,201312010TOR,TOR,1487.3760570801476,2013-12-01,Home,2014,119.1,16.0,112.0,104.2,98.0
495,201312010TOR,DEN,1532.1565139613929,2013-12-01,Away,2014,104.2,16.0,98.0,119.1,112.0
496,201312010DET,DET,1459.2301646738097,2013-12-01,Home,2014,90.8,17.0,100.0,104.4,115.0
497,201312010DET,PHI,1417.9079102892092,2013-12-01,Away,2014,104.4,18.0,115.0,90.8,100.0
498,201312010LAC,LAC,1565.5969799313236,2013-12-01,Home,2014,111.8,18.0,105.0,106.4,100.0
499,201312010LAC,IND,1615.1401630214154,2013-12-01,Away,2014,106.4,17.0,100.0,111.8,105.0
500,201312010MIA,MIA,1607.1631679528039,2013-12-01,Home,2014,107.1,17.0,98.0,108.2,99.0
501,201312010MIA,CHA,1464.7639794668623,2013-12-01,Away,2014,108.2,18.0,99.0,107.1,98.0
502,201312010SAC,SAC,1445.2849590208568,2013-12-01,Home,2014,117.4,15.0,115.0,115.4,113.0
503,201312010SAC,GSW,1520.758838475678,2013-12-01,Away,2014,115.4,18.0,113.0,117.4,115.0
504,201312010OKC,OKC,1559.782083394871,2013-12-01,Home,2014,107.3,15.0,103.0,117.7,113.0
505,201312010OKC,MIN,1526.9111857607518,2013-12-01,Away,2014,117.7,19.0,113.0,107.3,103.0
